,text,label
1276,Prozac has been a lifesaver for me in managing my depression and anxiety. It has greatly improved my mood and overall sense of wellbeing.,0
1277,"I took Prozac for a few weeks to treat my depression, but I felt extremely jittery and had trouble sleeping, so I had to switch to a different medication.",1
1278,"Prozac is a popular antidepressant that can take a few weeks to start working, but once it does, it really helps to lift your mood.",0
1279,Lipitor has been instrumental in managing my high cholesterol levels. It has drastically reduced my LDL levels and helped to lower my risk for heart disease.,0
1280,"I took Lipitor for a few months to manage my high cholesterol, but I experienced muscle pain and weakness as a side effect.",1
1281,Lipitor is a commonly prescribed medication for managing high cholesterol levels. It works by reducing the amount of cholesterol produced by the liver.,0
1282,"Ventolin is a lifesaver when it comes to managing my asthma symptoms. It opens up my airways quickly and effectively, allowing me to breathe easier.",0
1283,"I took Ventolin for a few days to treat my asthma flare-up, but I experienced palpitations and tremors as a side effect.",1
1284,Ventolin is a type of bronchodilator that is commonly used to treat asthma and other respiratory conditions. It works by relaxing the muscles in the airways.,0
1285,"Tylenol is a fast and effective pain reliever for minor aches and pains. It works well for headaches, menstrual cramps, and other minor discomforts.",0
1286,"I took Tylenol for a few days to treat my fever, but it didn't seem to have much of an effect. I switched to a different medication after a few days.",0
1287,Tylenol is a commonly used over-the-counter pain reliever that can help to ease pain and reduce fever. It's generally considered safe when taken as directed.,0
1288,Xanax is a helpful medication for managing my anxiety symptoms. It helps me to feel calmer and more relaxed when I'm feeling overwhelmed or anxious.,0
1289,"I took Xanax for a few weeks to manage my anxiety, but I developed a dependency and had to slowly taper off the medication under my doctor's guidance.",1
1290,Xanax is a type of benzodiazepine that is commonly used to treat anxiety and panic disorders. It can be effective for short-term use but should be used with caution due to the risk of dependency.,0
1291,"Zyrtec is my go-to medication for managing my seasonal allergies. It helps to relieve my sneezing, runny nose, and itchy eyes.",0
1292,"I took Zyrtec for a few days to manage my allergies, but I experienced drowsiness and had to switch to a non-sedating antihistamine.",1
1293,"Zyrtec is an effective antihistamine that can help to relieve allergy symptoms such as sneezing, itching, and congestion. It can be taken once a day for long-lasting relief.",0
1294,Ambien has helped me to sleep soundly and deeply on the nights when I've had trouble falling asleep. I wake up feeling refreshed and rested.,0
1295,"I took Ambien for a few weeks to manage my insomnia, but I experienced vivid nightmares and had to switch to a different medication.",1
1296,"Ambien is a commonly used medication for treating insomnia. It should be used with caution and only for short-term use, as it can be habit-forming.",0
1297,Ritalin has been helpful in managing my ADHD symptoms. It helps me to stay focused and alert during the day when I need it most.,0
1298,"I took Ritalin for a few weeks to treat my ADHD, but I experienced anxiety and jitteriness as a side effect.",1
1299,Ritalin is a stimulant medication that is commonly used to treat ADHD and narcolepsy. It works by increasing levels of certain neurotransmitters in the brain.,0
1300,I take Advil whenever I have a headache and it works wonders.,0
1301,Advil is my go-to medication for menstrual cramps.,0
1302,I always keep a bottle of Advil in my purse for unexpected pain.,0
1303,Advil is great for reducing fever and inflammation.,0
1304,I experienced severe nausea and dizziness when I first started taking Zoloft.,1
1305,Zoloft made me feel extremely tired and unmotivated.,1
1306,I suffer from intense headaches as a side effect of Zoloft.,1
1307,Zoloft significantly decreased my sex drive and ability to orgasm.,1
1308,Tylenol is my go-to medication for reducing fever in my children.,0
1309,I take Tylenol for occasional back pain and it always helps.,0
1310,Tylenol is easy on my stomach and doesn't cause me any discomfort.,0
1311,I've been taking Tylenol for years and have never experienced any negative side effects.,0
1312,Singulair gave me severe nightmares and insomnia.,1
1313,I experienced extreme joint pain and muscle weakness as a result of Singulair.,1
1314,Singulair caused me to develop a rash all over my body.,1
1315,I had trouble breathing and experienced chest tightness while taking Singulair.,1
1316,Xanax caused me to feel extremely drowsy and uncoordinated.,1
1317,I experienced confusion and memory loss while taking Xanax.,1
1318,Xanax made me feel emotionally numb and detached from my surroundings.,1
1319,I had trouble sleeping and became increasingly anxious while taking Xanax.,1
1320,I experienced chest pain and a racing heartbeat while using Advair.,1
1321,Advair caused me to develop a persistent cough and sore throat.,1
1322,I suffered from severe headaches and dizziness as a result of using Advair.,1
1323,I experienced tremors and muscle cramps while using Advair.,1
1324,Prozac caused me to feel extremely irritable and agitated.,1
1325,I experienced weight gain and bloating while taking Prozac.,1
1326,Prozac caused me to have trouble sleeping and gave me vivid nightmares.,1
1327,I had trouble concentrating and experienced memory loss as a side effect of Prozac.,1
1328,Benadryl made me feel extremely drowsy and confused.,1
1329,I experienced ringing in my ears and trouble hearing while taking Benadryl.,1
1330,Benadryl caused me to have trouble breathing and experience tightness in my chest.,1
1331,I suffered from nausea and vomiting as a result of taking Benadryl.,1
1332,Claritin is my go-to medication for seasonal allergies and it works great.,0
1333,I take Claritin every day and have never experienced any negative side effects.,0
1334,Claritin doesn't make me feel drowsy or sluggish like some other allergy medications.,0
1335,I've been taking Claritin for years and have always found it to be very effective.,0
1336,Lipitor caused me to develop severe muscle pain and weakness.,1
1337,I suffered from nausea and vomiting as a side effect of Lipitor.,1
1338,Lipitor caused me to develop a rash all over my body.,1
